id,original,detected_language,confidence,translated_text
3853,eines per emprendre,cat,0.591939985752106,tools to undertake
3854,aliments transgènics,cat,0.761773765087128,*aliments transgenic
3855,enginyeria de proteïnes,cat,0.910577058792114,engineering of proteins
3856,estadística,cat,0.966264307498932,statistics
3857,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
3858,metabolisme de microorganismes,cat,0.57067084312439,metabolism of microorganisms
3859,garantia i control de la qualitat,cat,0.717598617076874,guarantee and control of the quality
3860,biologia cel·lular,cat,0.991165161132812,cellular biology
3861,bioinformàtica,cat,0.966666996479034,*bioinformàtica
3862,biologia molecular de sistemes,cat,0.688696205615997,molecular biology of systems
3863,estructura i funció de biomolècules,cat,0.952073454856873,structure and function of *biomolècules
3864,treball de fi de grau,cat,0.623390972614288,work of end of rank
3865,física 2,cat,0.881584405899048,physicist 2
3866,"aliments funcionals, compostos bioactius i nutracèutics",cat,0.748341381549835,"*aliments functional, composed *bioactius and *nutracèutics"
3867,vacunes i fàrmacs,cat,0.716348826885223,vaccines and drugs
3868,immunologia clínica,cat,0.821152627468109,clinical immunology
3869,teràpia gènica,cat,0.943557560443878,genic therapy
3870,enginyeria de teixits,cat,0.934801578521729,engineering of tissues
3871,bioquímica,cat,0.827858924865723,biochemist
3872,immunologia,cat,0.658938348293304,immunology
3873,processos i productes biotecnològics,cat,0.93471884727478,processes and products *biotecnològics
3874,aplicacions mòbils i encastades,cat,0.955588757991791,mobile apps and embedded
3875,estructura i funció de biomolècules,cat,0.952073454856873,structure and function of *biomolècules
3876,metabolisme de microorganismes,cat,0.57067084312439,metabolism of microorganisms
3877,enginyeria de bioreactors,cat,0.823011875152588,engineering of bioreactors
3878,biotecnologia molecular microbiana,cat,0.753431379795075,microbial molecular biotechnology
3879,genètica,cat,0.870940804481506,genetics
3880,microbiologia,cat,0.714826881885529,microbiology
3881,metodologies de la programació,cat,0.943730771541595,methodologies of the programming
3882,sistemes de temps real,cat,0.522695064544678,systems of real time
3883,biologia cel·lular,cat,0.991165161132812,cellular biology
3884,cultius cel·lulars,cat,0.992182672023773,cellular crops
3885,gestió de sistemes i xarxes,cat,0.861579060554504,management of systems and meshes
3886,treball de fi de grau i (g.ei),cat,0.443135619163513,work of end of rank and (g.ei)
3887,bioinformàtica,cat,0.966666996479034,*bioinformàtica
3888,enginyeria bioquímica,cat,0.894713878631592,biochemical engineering
3889,estructures de dades,cat,0.90030163526535,structures of data
3890,bioquímica,cat,0.827858924865723,biochemist
3891,fonaments de computadors,cat,0.907936334609985,bedrocks of computers
3892,matemàtica discreta 1,cat,0.978573322296143,discrete mathematician 1
3893,tècniques avançades de programació,cat,0.959119439125061,technicians advanced of programming
3894,sistemes distribuïts,cat,0.89200884103775,systems distributed
3895,fonaments de programació 1,cat,0.959667980670929,bedrocks of programming 1
3896,tècniques de bioquímica i biologia molecular,cat,0.873710989952087,technicians of biochemist and molecular biology
3897,programació,cat,0.976398885250092,programming
3898,interacció persona-ordinador,cat,0.987613320350647,interaction person-computer
3899,química 2,cat,0.853440463542938,chemistry 2
3900,computació paral·lela i massiva,cat,0.9963618516922,parallel and massive computation
3901,bases de dades,cat,0.88220089673996,databases
3902,química 1,cat,0.8468416929245,chemistry 1
3903,sistemes oberts,cat,0.587275445461273,open systems
3904,estadística,cat,0.966264307498932,statistics
3905,economia i gestió d'empreses,cat,0.958445727825165,economics and management of companies
3906,pràctiques externes,cat,0.839868068695068,external practices
3907,"aspectes legals, socials i comunicatius",cat,0.787383377552033,"legal aspects, social and communicative"
3908,física,cat,0.885644972324371,physicist
3909,intel·ligència artificial,cat,0.998451590538025,artificial intelligence
3910,modelització i visualització,cat,0.999132990837097,modelling and visualisation
3911,matemàtica discreta 2,cat,0.979303121566772,discrete mathematician 2
3912,expressió i replicació gèniques,cat,0.996080756187439,expression and genic replication
3913,enzimologia,cat,0.595195829868317,enzymology
3914,tecnologia de l'adn recombinant,cat,0.657904446125031,tech of the *adn *recombinant
3915,processos de separació i purificació,cat,0.991142749786377,processes of separation and purification
3916,seguretat en xarxes,cat,0.82976645231247,security at meshes
3917,treball de fi de grau ii (g.b),cat,0.499996095895767,work of end of rank *ii (g.b)
3918,química orgànica,cat,0.961987912654877,organic chemistry
3919,termodinàmica i cinètica,cat,0.939728260040283,thermodynamics and kinetics
3920,biologia molecular de sistemes,cat,0.688696205615997,molecular biology of systems
3921,llenguatges formals,cat,0.883353710174561,formal languages
3922,sistemes d'informació en les organitzacions,cat,0.963559448719025,systems of information at the organisations
3923,biologia,cat,0.699659466743469,biology
3924,computadors,cat,0.929327547550201,computers
3925,biotecnologia molecular animal i vegetal,cat,0.767669260501862,animal molecular biotechnology and vegetal
3926,fonaments de programació 2,cat,0.961083710193634,bedrocks of programming 2
3927,compiladors,cat,0.866167426109314,compilers
3928,visió per computador,cat,0.991230964660645,vision for computer
3929,base de dades avançades,cat,0.851986825466156,database advanced
3930,matemàtiques,cat,0.954575181007385,mathematicians
3931,anàlisi matemàtica 2,cat,0.994786381721497,mathematical analysis 2
3932,biologia animal i vegetal,cat,0.785078227519989,animal and vegetal biology
3933,estructura de sistemes operatius,cat,0.752743184566498,structure of operating systems
3934,genètica molecular,cat,0.876163899898529,molecular genetics
3935,anàlisi i disseny d'aplicacions,cat,0.950138032436371,analysis and design of apps
3936,sistemes de comerç electrònic,cat,0.948645532131195,systems of electronic trade
3937,intel·ligència artificial,cat,0.998451590538025,artificial intelligence
3938,estructura de computadors,cat,0.928031980991364,structure of computers
3939,fonaments de sistemes operatius,cat,0.65690141916275,bedrocks of operating systems
3940,xarxes de dades,cat,0.892318725585938,meshes of data
3941,projectes de sistemes informàtics,cat,0.934065878391266,projects of computer systems
3942,química analítica i instrumental,cat,0.877451300621033,analytic and instrumental chemistry
3943,arquitectura de computadors,cat,0.924122989177704,architecture of computers
3944,sistemes oberts,cat,0.587275445461273,open systems
3945,algorítmica,cat,0.811679422855377,algorithmic
3946,sistemes de temps real,cat,0.522695064544678,systems of real time
3947,aplicacions mòbils i encastades,cat,0.955588757991791,mobile apps and embedded
3948,robòtica,cat,0.840847373008728,robotics
3949,desenvolupament avançat d'aplicacions web,cat,0.867264330387116,development advanced of apps web
3950,computació paral·lela i massiva,cat,0.9963618516922,parallel and massive computation
3951,aprenentatge automàtic i mineria de dades,cat,0.993069469928741,automatic learning and *mineria of data
3952,aplicacions i serveis mòbils,cat,0.942737221717834,apps and mobile kicks
3953,computació ubiqua,cat,0.97304379940033,ubiquitous computation
3954,estadística,cat,0.966264307498932,statistics
3955,seguretat alimentària,cat,0.945279955863953,alimentary security
3956,matemàtiques,cat,0.954575181007385,mathematicians
3957,bioquímica clínica i patologia molecular,cat,0.893034815788269,clinical biochemist and molecular pathology
3958,glicobiologia,cat,0.71320903301239,*glicobiologia
3959,cultius cel·lulars,cat,0.992182672023773,cellular crops
3960,processos de separació i purificació,cat,0.991142749786377,processes of separation and purification
3961,física 2,cat,0.881584405899048,physicist 2
3962,bioquímica,cat,0.827858924865723,biochemist
3963,biotecnologia molecular microbiana,cat,0.753431379795075,microbial molecular biotechnology
3964,tècniques de bioquímica i biologia molecular,cat,0.873710989952087,technicians of biochemist and molecular biology
3965,garantia i control de la qualitat,cat,0.717598617076874,guarantee and control of the quality
3966,nutrició molecular,cat,0.937855124473572,molecular nutrition
3967,des dels organismes model a la biologia humana,cat,0.796850562095642,since the organisms model at the human biology
3968,enginyeria de proteïnes,cat,0.910577058792114,engineering of proteins
3969,biotecnologia molecular animal i vegetal,cat,0.767669260501862,animal molecular biotechnology and vegetal
3970,processos i productes biotecnològics,cat,0.93471884727478,processes and products *biotecnològics
3971,treball de fi de grau ii (g.b),cat,0.499996095895767,work of end of rank *ii (g.b)
3972,pràctiques externes,cat,0.839868068695068,external practices
3973,patologia molecular,cat,0.770497679710388,molecular pathology
3974,biologia animal i vegetal,cat,0.785078227519989,animal and vegetal biology
3975,metodologia i experimentació en bioquímica,cat,0.967733979225159,methodology and experimentation at biochemist
3976,química 1,cat,0.8468416929245,chemistry 1
3977,enginyeria de bioreactors,cat,0.823011875152588,engineering of bioreactors
3978,genètica,cat,0.870940804481506,genetics
3979,metodologia i experimentació en biologia molecular,cat,0.946056306362152,methodology and experimentation at molecular biology
3980,bioinformàtica,cat,0.966666996479034,*bioinformàtica
3981,metabolisme i la seva regulació,cat,0.985264658927917,metabolism and his regulation
3982,tecnologia de l'adn recombinant,cat,0.657904446125031,tech of the *adn *recombinant
3983,bioquímica de la nutrició,cat,0.950813174247742,biochemist of the nutrition
3984,estructura i funció de biomolècules,cat,0.952073454856873,structure and function of *biomolècules
3985,senyalització i control de funcionament cel·lular,cat,0.998615205287933,signaling and control of cellular operation
3986,eines per emprendre,cat,0.591939985752106,tools to undertake
3987,enzimologia industrial,cat,0.610668003559113,industrial enzymology
3988,bioquímica culinària,cat,0.941445708274841,culinary biochemist
3989,bioquímica clínica analítica,cat,0.928307235240936,analytic clinical biochemist
3990,immunologia,cat,0.658938348293304,immunology
3991,genètica molecular,cat,0.876163899898529,molecular genetics
3992,bioquímica forense,cat,0.826846659183502,forensic biochemist
3993,enginyeria de teixits,cat,0.934801578521729,engineering of tissues
3994,biologia cel·lular,cat,0.991165161132812,cellular biology
3995,expressió i replicació gèniques,cat,0.996080756187439,expression and genic replication
3996,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
3997,bioquímica dels aliments,cat,0.930869460105896,biochemist of the *aliments
3998,epigenètica,cat,0.843066096305847,epigenetic
3999,aliments fermentats,cat,0.681920528411865,*aliments fermented
4000,bioquímica patològica,cat,0.97973495721817,pathological biochemist
3601,nucleació i creixement de cristalls,cat,0.98552930355072,nucleation and growth of crystals
3602,biofísica,cat,0.873199224472046,biophysicist
3603,física de l'estat sòlid i superfícies,cat,0.975894749164581,physicist of the solid state and surfaces
3604,electrònica física,cat,0.972383916378021,physical electronics
3605,combinatòria i probabilitat,cat,0.829912006855011,combinatorics and probability
3606,computació algebraica,cat,0.95955765247345,algebraic computation
3607,física quàntica,cat,0.931524991989136,quantum physicist
3608,electrònica aplicada,cat,0.980672359466553,electronics applied
3609,òptica i fotònica,cat,0.982917308807373,optician and photonic
3610,projectes d'enginyeria,cat,0.831375777721405,projects of engineering
3611,treball de fi de grau,cat,0.623390972614288,work of end of rank
3612,algorítmica,cat,0.811679422855377,algorithmic
3613,revolucions en física i matemàtiques,cat,0.967746794223785,revolutions at physicist and mathematicians
3614,infraestructures per al big data,cat,0.701836466789246,infrastructures for the *big date
3615,aprenentatge automàtic i mineria de dades,cat,0.993069469928741,automatic learning and *mineria of data
3616,computació paral·lela i massiva,cat,0.9963618516922,parallel and massive computation
3617,modelització i visualització,cat,0.999132990837097,modelling and visualisation
3618,fonaments de sistemes operatius,cat,0.65690141916275,bedrocks of operating systems
3619,fenòmens de transport,cat,0.632183372974396,phenomenons of transport
3620,seguretat en xarxes,cat,0.82976645231247,security at meshes
3621,arquitectura de computadors,cat,0.924122989177704,architecture of computers
3622,electrònica analògica,cat,0.990146219730377,analog electronics
3623,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
3624,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
3625,bioètica i investigació en ciències dels cuidatges,cat,0.997564792633057,bioethics and inquest at sciences of the *cuidatges
3626,investigació aplicada en l'educació per a la salut,cat,0.994425654411316,inquest applied at the nurture for the health
3627,cuidatges i demandes de salut,cat,0.766830921173096,*cuidatges and demands of health
3628,treball fi de màster,cat,0.83011668920517,fine work of *màster
3629,metodologia i innovació docent,cat,0.966227114200592,methodology and educational innovation
3630,investigació i anàlisi quantitativa,cat,0.988372445106506,inquest and quantitative analysis
3631,investigació en cultura i cuidatge,cat,0.97796767950058,inquest at culture and *cuidatge
3632,ètica dels cuidatges,cat,0.971335887908936,ethic of the *cuidatges
3633,tècniques d'assessorament i coaching en la recerca i pràctica en infermeria,cat,0.905771672725677,technicians of advice and *coaching at the enquiry and practice at infirmary
3634,teories i models d'infermeria,cat,0.666501522064209,theories and models of infirmary
3635,investigació en infermeria familiar: transició família i salut,cat,0.988535404205322,inquest at familiar infirmary: transition family and health
3636,instruments de recerca bibliogràfica,cat,0.917907357215881,instruments of bibliographic enquiry
3637,investigació qualitativa,cat,0.963307559490204,qualitative inquest
3638,disseny de projectes de recerca i comunicació científica de resultats,cat,0.964871466159821,design of projects of enquiry and scientific communication of results
3639,investigació en infermeria des de la perspectiva de gènere,cat,0.960601687431335,inquest at infirmary since the perspective of genus
3640,"investigació, gestió i lideratge en cuidatges",cat,0.989335954189301,"inquest, management and leadership at *cuidatges"
3641,pràctiques de simulació clínica 3,cat,0.987648487091064,practices of clinical simulation 3
3642,introducció a les pràctiques clíniques,cat,0.968684911727905,introduction at the clinical practices
3643,pràctiques de simulació clínica 1,cat,0.987613439559937,practices of clinical simulation 1
3644,"salut, gènere i desigualtats socials",cat,0.90474945306778,"health, genus and social inequalities"
3645,pràctiques clíniques 3,cat,0.850372552871704,clinical practices 3
3646,infermeria de salut mental i psiquiàtrica,cat,0.846591293811798,infirmary of mental and psychiatric health
3647,metodologia d'investigació i infermeria,cat,0.954517543315887,methodology of inquest and infirmary
3648,pràctiques clíniques 2,cat,0.85515558719635,clinical practices 2
3649,estudis en el marc de convenis de mobilitat,cat,0.895581722259522,surveys at the frame of agreements of mobility
3650,desenvolupament professional,cat,0.762304484844208,professional development
3651,infermeria en la persona gran,cat,0.859234213829041,infirmary at the big person
3652,infermeria en la joventut,cat,0.844059109687805,infirmary at the youth
3653,antropologia i ciutadania,cat,0.937509596347809,anthropology and citizenry
3654,bioestadística,cat,0.968108415603638,*bioestadística
3655,"tecnologies de la informació, comunicació i documentació",cat,0.994483649730682,"techs of the information, communication and documentation"
3656,biologia i microbiologia,cat,0.748521387577057,biology and microbiology
3657,salut pública i educació per a la salut,cat,0.979556381702423,public health and nurture for the health
3658,cultura del benestar: salut i qualitat de vida,cat,0.777933716773987,culture of the welfare: health and living quality
3659,aprofundiment en l'atenció a la infància i adolescència a l'hospital,cat,0.981227338314056,deepening at the attention at the infancy and adolescence at the hospital
3660,gestió i experiència organitzativa,cat,0.996932625770569,management and organisational experience
3661,pràctiques clíniques 1,cat,0.850000441074371,clinical practices 1
3662,pràctiques de simulació clínica 2,cat,0.988024353981018,practices of clinical simulation 2
3663,estructura i funció del cos humà 1,cat,0.989386379718781,structure and function of the human body 1
3664,fonaments de psicologia aplicada,cat,0.897440612316132,bedrocks of psychology applied
3665,relació terapèutica i comunicació en la infermeria,cat,0.986242413520813,therapeutic account and communication at the infirmary
3666,salut mental positiva,cat,0.787034511566162,positive mental health
3667,pràctiques clíniques 5,cat,0.849431574344635,clinical practices 5
3668,estructura i funció del cos humà 2,cat,0.989709317684174,structure and function of the human body 2
3669,infermeria bàsica en el cicle vital,cat,0.933323919773102,basic infirmary at the vital cycle
3670,principis de nutrició a infermeria,cat,0.936911284923553,principles of nutrition at infirmary
3671,"infermeria en la gestació, infància i adolescència",cat,0.986494064331055,"infirmary at the gestation, infancy and adolescence"
3672,introducció a les tècniques complementàries en el cuidatge d'infermeria,cat,0.975475132465363,introduction at the complementary technicians at the *cuidatge of infirmary
3673,programes de salut en la comunitat,cat,0.790355682373047,programs of health at the community
3674,treball de fi de grau,cat,0.623390972614288,work of end of rank
3675,farmacologia,cat,0.692201793193817,pharmacology
3676,cures pal·liatives,cat,0.983876466751099,palliative cures
3677,ètica del cuidar i bases conceptuals i metodològiques de la infermeria,cat,0.921603798866272,ethic of the take care and conceptual and methodological bases of the infirmary
3678,infermeria en la persona adulta,cat,0.811829209327698,infirmary at the person adult
3679,international nursing,cat,0.45532438158989,*international *nursing
3680,drogodependències i altres addiccions,cat,0.968871772289276,*drogodependències and other addictions
3681,infermeria en cuidatges crítics,cat,0.907763719558716,infirmary at *cuidatges critical
3682,pràctiques clíniques 4,cat,0.849758684635162,clinical practices 4
3683,aprofundiment en l'atenció a la infància i adolescència a la comunitat,cat,0.986764013767242,deepening at the attention at the infancy and adolescence at the community
3684,suport a la dependència i a la salut de la persona cuidadora,cat,0.974192440509796,support at the dependency and at the health of the person carer
3685,pràctiques clíniques 6,cat,0.850047707557678,clinical practices 6
3686,"infermeria en la gestació, infància i adolescència",cat,0.986494064331055,"infirmary at the gestation, infancy and adolescence"
3687,desenvolupament professional,cat,0.762304484844208,professional development
3688,international nursing,cat,0.45532438158989,*international *nursing
3689,farmacologia,cat,0.692201793193817,pharmacology
3690,principis de nutrició a infermeria,cat,0.936911284923553,principles of nutrition at infirmary
3691,infermeria de salut mental i psiquiàtrica,cat,0.846591293811798,infirmary of mental and psychiatric health
3692,metodologia d'investigació i infermeria,cat,0.954517543315887,methodology of inquest and infirmary
3693,introducció a les tècniques complementàries en el cuidatge d'infermeria,cat,0.975475132465363,introduction at the complementary technicians at the *cuidatge of infirmary
3694,estructura i funció del cos humà 1,cat,0.989386379718781,structure and function of the human body 1
3695,bioestadística,cat,0.968108415603638,*bioestadística
3696,infermeria bàsica en el cicle vital,cat,0.933323919773102,basic infirmary at the vital cycle
3697,programes de salut en la comunitat,cat,0.790355682373047,programs of health at the community
3698,pràctiques clíniques 6,cat,0.850047707557678,clinical practices 6
3699,aprofundiment en l'atenció a la infància i adolescència a l'hospital,cat,0.981227338314056,deepening at the attention at the infancy and adolescence at the hospital
3700,salut mental positiva,cat,0.787034511566162,positive mental health
3701,"tecnologies de la informació, comunicació i documentació",cat,0.994483649730682,"techs of the information, communication and documentation"
3702,pràctiques de simulació clínica 1,cat,0.987613439559937,practices of clinical simulation 1
3703,pràctiques clíniques 1,cat,0.850000441074371,clinical practices 1
3704,pràctiques clíniques 5,cat,0.849431574344635,clinical practices 5
3705,estructura i funció del cos humà 2,cat,0.989709317684174,structure and function of the human body 2
3706,fonaments de psicologia aplicada,cat,0.897440612316132,bedrocks of psychology applied
3707,infermeria en la persona gran,cat,0.859234213829041,infirmary at the big person
3708,cultura del benestar: salut i qualitat de vida,cat,0.777933716773987,culture of the welfare: health and living quality
3709,relació terapèutica i comunicació en la infermeria,cat,0.986242413520813,therapeutic account and communication at the infirmary
3710,infermeria en la persona adulta,cat,0.811829209327698,infirmary at the person adult
3711,gestió i experiència organitzativa,cat,0.996932625770569,management and organisational experience
3712,biologia i microbiologia,cat,0.748521387577057,biology and microbiology
3713,infermeria en la joventut,cat,0.844059109687805,infirmary at the youth
3714,cures pal·liatives,cat,0.983876466751099,palliative cures
3715,aprofundiment en l'atenció a la infància i adolescència a la comunitat,cat,0.986764013767242,deepening at the attention at the infancy and adolescence at the community
3716,pràctiques de simulació clínica 2,cat,0.988024353981018,practices of clinical simulation 2
3717,infermeria en cuidatges crítics,cat,0.907763719558716,infirmary at *cuidatges critical
3718,salut pública i educació per a la salut,cat,0.979556381702423,public health and nurture for the health
3719,pràctiques de simulació clínica 3,cat,0.987648487091064,practices of clinical simulation 3
3720,pràctiques clíniques 3,cat,0.850372552871704,clinical practices 3
3721,pràctiques clíniques 2,cat,0.85515558719635,clinical practices 2
3722,estudis en el marc de convenis de mobilitat,cat,0.895581722259522,surveys at the frame of agreements of mobility
3723,ètica del cuidar i bases conceptuals i metodològiques de la infermeria,cat,0.921603798866272,ethic of the take care and conceptual and methodological bases of the infirmary
3724,introducció a les pràctiques clíniques,cat,0.968684911727905,introduction at the clinical practices
3725,antropologia i ciutadania,cat,0.937509596347809,anthropology and citizenry
3726,pràctiques clíniques 4,cat,0.849758684635162,clinical practices 4
3727,treball de fi de grau,cat,0.623390972614288,work of end of rank
3728,drogodependències i altres addiccions,cat,0.968871772289276,*drogodependències and other addictions
3729,"salut, gènere i desigualtats socials",cat,0.90474945306778,"health, genus and social inequalities"
3730,suport a la dependència i a la salut de la persona cuidadora,cat,0.974192440509796,support at the dependency and at the health of the person carer
3731,biologia i microbiologia,cat,0.748521387577057,biology and microbiology
3732,infermeria en la joventut,cat,0.844059109687805,infirmary at the youth
3733,estructura i funció del cos humà 1,cat,0.989386379718781,structure and function of the human body 1
3734,bioestadística,cat,0.968108415603638,*bioestadística
3735,infermeria en la persona adulta,cat,0.811829209327698,infirmary at the person adult
3736,farmacologia,cat,0.692201793193817,pharmacology
3737,fonaments de psicologia aplicada,cat,0.897440612316132,bedrocks of psychology applied
3738,introducció a les pràctiques clíniques,cat,0.968684911727905,introduction at the clinical practices
3739,pràctiques clíniques 1,cat,0.850000441074371,clinical practices 1
3740,estructura i funció del cos humà 2,cat,0.989709317684174,structure and function of the human body 2
3741,salut pública i educació per a la salut,cat,0.979556381702423,public health and nurture for the health
3742,antropologia i ciutadania,cat,0.937509596347809,anthropology and citizenry
3743,pràctiques de simulació clínica 1,cat,0.987613439559937,practices of clinical simulation 1
3744,principis de nutrició a infermeria,cat,0.936911284923553,principles of nutrition at infirmary
3745,"tecnologies de la informació, comunicació i documentació",cat,0.994483649730682,"techs of the information, communication and documentation"
3746,relació terapèutica i comunicació en la infermeria,cat,0.986242413520813,therapeutic account and communication at the infirmary
3747,"infermeria en la gestació, infància i adolescència",cat,0.986494064331055,"infirmary at the gestation, infancy and adolescence"
3748,pràctiques de simulació clínica 2,cat,0.988024353981018,practices of clinical simulation 2
3749,ètica del cuidatge i bases conceptuals i metodològiques de la infermeria,cat,0.946090161800385,ethic of the *cuidatge and conceptual and methodological bases of the infirmary
3750,infermeria bàsica en el cicle vital,cat,0.933323919773102,basic infirmary at the vital cycle
3751,cultura del benestar: salut i qualitat de vida,cat,0.777933716773987,culture of the welfare: health and living quality
3752,international nursing,cat,0.45532438158989,*international *nursing
3753,introducció a les tècniques complementàries en el cuidatge d'infermeria,cat,0.975475132465363,introduction at the complementary technicians at the *cuidatge of infirmary
3754,desenvolupament professional,cat,0.762304484844208,professional development
3755,infermeria en la persona gran,cat,0.859234213829041,infirmary at the big person
3756,metodologia d'investigació i infermeria,cat,0.954517543315887,methodology of inquest and infirmary
3757,drogodependències i altres addiccions,cat,0.968871772289276,*drogodependències and other addictions
3758,pràctiques clíniques 2,cat,0.85515558719635,clinical practices 2
3759,salut mental positiva,cat,0.787034511566162,positive mental health
3760,infermeria en cuidatges crítics,cat,0.907763719558716,infirmary at *cuidatges critical
3761,cures pal·liatives,cat,0.983876466751099,palliative cures
3762,pràctiques de simulació clínica 3,cat,0.987648487091064,practices of clinical simulation 3
3763,infermeria de salut mental i psiquiàtrica,cat,0.846591293811798,infirmary of mental and psychiatric health
3764,aprofundiment en l'atenció a la infància i adolescència a la comunitat,cat,0.986764013767242,deepening at the attention at the infancy and adolescence at the community
3765,aprofundiment en l'atenció a la infància i adolescència a l'hospital,cat,0.981227338314056,deepening at the attention at the infancy and adolescence at the hospital
3766,suport a la dependència i a la salut de la persona cuidadora,cat,0.974192440509796,support at the dependency and at the health of the person carer
3767,gestió i experiència organitzativa,cat,0.996932625770569,management and organisational experience
3768,programes de salut en la comunitat,cat,0.790355682373047,programs of health at the community
3769,"salut, gènere i desigualtats socials",cat,0.90474945306778,"health, genus and social inequalities"
3770,desenvolupament professional,cat,0.762304484844208,professional development
3771,introducció a les pràctiques clíniques,cat,0.968684911727905,introduction at the clinical practices
3772,pràctiques de simulació clínica 1,cat,0.987613439559937,practices of clinical simulation 1
3773,infermeria en la persona gran,cat,0.859234213829041,infirmary at the big person
3774,aprofundiment en l'atenció a la infància i adolescència a l'hospital,cat,0.981227338314056,deepening at the attention at the infancy and adolescence at the hospital
3775,fonaments de psicologia aplicada,cat,0.897440612316132,bedrocks of psychology applied
3776,"tecnologies de la informació, comunicació i documentació",cat,0.994483649730682,"techs of the information, communication and documentation"
3777,introducció a les tècniques complementàries en el cuidatge d'infermeria,cat,0.975475132465363,introduction at the complementary technicians at the *cuidatge of infirmary
3778,estructura i funció del cos humà 2,cat,0.989709317684174,structure and function of the human body 2
3779,infermeria en la persona adulta,cat,0.811829209327698,infirmary at the person adult
3780,drogodependències i altres addiccions,cat,0.968871772289276,*drogodependències and other addictions
3781,antropologia i ciutadania,cat,0.937509596347809,anthropology and citizenry
3782,principis de nutrició a infermeria,cat,0.936911284923553,principles of nutrition at infirmary
3783,cultura del benestar: salut i qualitat de vida,cat,0.777933716773987,culture of the welfare: health and living quality
3784,treball de fi de grau,cat,0.623390972614288,work of end of rank
3785,"infermeria en la gestació, infància i adolescència",cat,0.986494064331055,"infirmary at the gestation, infancy and adolescence"
3786,infermeria bàsica en el cicle vital,cat,0.933323919773102,basic infirmary at the vital cycle
3787,pràctiques clíniques 1,cat,0.850000441074371,clinical practices 1
3788,salut pública i educació per a la salut,cat,0.979556381702423,public health and nurture for the health
3789,ètica del cuidar i bases conceptuals i metodològiques de la infermeria,cat,0.921603798866272,ethic of the take care and conceptual and methodological bases of the infirmary
3790,metodologia d'investigació i infermeria,cat,0.954517543315887,methodology of inquest and infirmary
3791,pràctiques clíniques 2,cat,0.85515558719635,clinical practices 2
3792,cures pal·liatives,cat,0.983876466751099,palliative cures
3793,pràctiques clíniques 6,cat,0.850047707557678,clinical practices 6
3794,gestió i experiència organitzativa,cat,0.996932625770569,management and organisational experience
3795,pràctiques clíniques 3,cat,0.850372552871704,clinical practices 3
3796,pràctiques clíniques 4,cat,0.849758684635162,clinical practices 4
3797,estudis en el marc de convenis de mobilitat,cat,0.895581722259522,surveys at the frame of agreements of mobility
3798,biologia i microbiologia,cat,0.748521387577057,biology and microbiology
3799,relació terapèutica i comunicació en la infermeria,cat,0.986242413520813,therapeutic account and communication at the infirmary
3800,"salut, gènere i desigualtats socials",cat,0.90474945306778,"health, genus and social inequalities"
4601,estructures 2,cat,0.72943502664566,structures 2
4602,instruments de planejament,cat,0.625260710716248,instruments of planing
4603,urbanisme i projectes 2,cat,0.743907392024994,*urbanisme and projects 2
4604,estructures 3,cat,0.721421897411346,structures 3
4605,instal·lacions 4,cat,0.990317285060883,installations 4
4606,física de les instal·lacions,cat,0.989022970199585,physicist of the installations
4607,pràctiques externes 2,cat,0.837387979030609,external practices 2
4608,teoria de l'arquitectura,cat,0.818266808986664,theory of the architecture
4609,projectar la ciutat. habitatge i espai públic,cat,0.985525608062744,project the city. house and public room
4610,patrimoni arquitectònic. anàlisi i intervencions,cat,0.980585753917694,architectural heritage. analysis and interventions
4611,urbanisme i projectes 7,cat,0.74161022901535,*urbanisme and projects 7
4612,matemàtiques 2,cat,0.951704800128937,mathematicians 2
4613,urbanisme i projectes 1,cat,0.736160576343536,*urbanisme and projects 1
4614,projecte de fi de grau,cat,0.66809606552124,project of end of rank
4615,sostenibilitat i canvi climàtic,cat,0.964348256587982,sustainability and climatic change
4616,sostenibilitat a la ciutat contemporània,cat,0.956646740436554,sustainability at the contemporary city
4617,el planejament urbanístic. teoria i mètode,cat,0.881483614444733,the planing *urbanístic. theory and method
4618,estructures singulars,cat,0.754410564899445,singular structures
4619,urbanisme i projectes 6,cat,0.736747205257416,*urbanisme and projects 6
4620,urbanisme i projectes 8,cat,0.740480422973633,*urbanisme and projects 8
4621,estructures 4,cat,0.720401525497437,structures 4
4622,dibuix arquitectònic 2,cat,0.990543365478516,architectural drawing 2
4623,art i arquitectura,cat,0.835838139057159,art and architecture
4624,introducció a projectes 1,cat,0.972630858421326,introduction at projects 1
4625,història de l'arquitectura 2,cat,0.927870035171509,history of the architecture 2
4626,composició 2,cat,0.976527571678162,composition 2
4627,estudis en el marc de la mobilitat,cat,0.895271301269531,surveys at the frame of the mobility
4001,microbiologia,cat,0.714826881885529,microbiology
4002,alimentació funcional i personalitzada,cat,0.984962046146393,functional supply and customised
4003,"aspectes legals, socials i comunicatius",cat,0.787383377552033,"legal aspects, social and communicative"
