web-scraper-order,web-scraper-start-url,description,contents
"1740065787-11","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117003/guia_docent","Disseny gràfic: El llenguatge i més concretament el llenguatge gràfic és l’eina principal del disseny gràfic. S’estudiarà per controlar la manera en que els missatges visuals es poden generar. El disseny gràfic és una activitat que consisteix en definir les característiques formals finals de peces de comunicació visual a partir d’un encàrrec. El dissenyador in-forma, dóna forma gràfica a una comunicació determinada. Disseny multimèdia: Aquesta assignatura pretén introduir a l'alumne en les eines i les plataformes pròpies del disseny multimèdia","Activar la mirada per entendre el disseny gràfic	Fer-se preguntes com per exemple: El dissenyador gràfic decora paper? Ordena la informació? On trobem aplicat el disseny gràfic en la nostra vida quotidiana?Metodologia projectual. Com plantejar un projecteDel layaout a la maqueta finalDel projecte bàsic al projecte executiuEstudi teòric dels diferents ingredients per cuinar un projecteEl disseny multimèdia	Definició del concepte multimèdia, origen, pares teòrics, terminologia.Els nous mitjans digitals i les eines de comunicació en xarxa.	Els conceptes web 1.0 (estàtic), web 2.0 (dinàmic) i web 3.0 (semàntic).Utilització dels gestors de continguts i eines de treball en grup en xarxa.Arquitectura de la informació	Pàgina web i lloc webTipologies d’estructuresPlantejament d’un projecte web	La descripció del projecteL'arquitectura del lloc webDisseny de l’entorn gràfic	Elements a tenir en compte en el suport digital utilitzat.La composició de la pàgina. Tipografia, imatges i codi cromàtic a la web.Jerarquia en la distribució dels diferents elements i contingutsUsabilitat web	Els estàndars web. Html, javascript i CSS.La importància de la resposta de l'usuari en el plantejament web.Consells per a una correcta usabilitat.Accessibilitat web	Definició d’accessibilitat web.Diferents normatives per avaluar l'accessibilitat dels llocs web.L'accessibilitat en la programació de les pàgines web."
"1740065794-12","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117029/guia_docent","El principal objectiu de l'assignatura és apropar l'alumnat a les diferents formes de comunicació i representació existents, així com capacitar-lo per a conèixer algunes de les eines de pensament crític, de reflexió i d'anàlisi útils en el marc del context comunicatiu actual i canviant.","Tema 1: Introducció: una mirada antropològica al fenomen de la comunicació.Tema 2: Per què comuniquem? Les intencions comunicatives fonamentals.      
    Tema 3: Les matèries d'expressió de la comunicació contemporània: l'audiovisual.      Tema 4: La ideació d'un relat: què volem comunicar i amb quines matèries d'expressió.            Tema 5: Postveritats, enganys i malentesos en la comunicació audiovisual."
"1740065801-13","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117012/guia_docent","L'objectiu de l'assignatura és el de capacitar l'alumnat en el coneixement dels principals corrents estètics que imperen en l'àmbit de la comunicació i la cultura visual contemporànies.","0. INTRODUCCIÓ0.1. Benvinguda i presentació de l'assignatura.0.2. Introducció als continguts i a la metodologia.I. LES AVANTGUARDES1.1. Contextualització.1.2. Característiques generals de l'art d'avantguarda. Els principals ismes.1.3. Avantguardes i cinema.1.4. El llegat de les avantguardes en el cinema i l'art contemporani.II. CULTURA I ART DESPRÉS DE LA II GUERRA MUNDIAL I RUPTURES DELS ANYS 602.1. Context i introducció a les segones avantguardes.2.2. El naixement de la joventut. Cultura juvenil i subcultures: rock’n’roll, punk, hippisme, hip hop.2.3. Contextualitzacions: Les revoltes dels anys 60.2.4. Principals expressions de la contracultura i l’underground.2.5. Pop Art: de la modernitat a la postmodernitat.2.6. La Nouvelle Vague i els nous cinemes.	3.7. Reivindicacions feministes dels anys 60 i 70.III. LA POSTMODERNITAT3.1. Introducció a la postmodernitat.3.2. L'estètica postmoderna.	3.3. Cinema i postmodernitat.3.4. Neotelevisió: els nous formats televisius i dinàmiques espectatorials.3.5. Nova ficció televisiva: de Los Soprano a les noves tendències de les sèries en l'era de Netflix.IV. L'AUDIOVISUAL AVUI	4.1. Tendències del cinema en l'era digital.4.2. La no ficció."
"1740065809-14","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117022/guia_docent","Estudi de les nocions bàsiques de l'ordenament jurídic i sistema polític; en especial l'Estat i la Constitució, el sistema polític espanyol i les institucions constitucionals. Així com les institucions de la Unió Europea i el Dret comunitari.","1. L'Estat. Concepte i elements de l'Estat. Formes d'Estat i formes de govern.
2. La Constitució. Concepte. Tipus de constitució. Funcions de la Constitució. La Constitució espanyola de 1978.
3. L'Estat social i democràtic de Dret. L'Estat de Dret. Els principis configuradors. L'Estat democràtic. La sobirania popular. L'Estat Social. La constitució econòmica.
4. Drets i deures constitucionals (I). El règim general dels drets i llibertats. Classificació dels drets i deures constitucionals.
5. Drets i deures constitucionals (II). Garanties no jurisdiccionals i jurisdiccionals. La suspensió individual i els estats excepcionals.
6.L'Estat autonòmic i l'Estatut d'autonomia de Catalunya (I). Principìs constitucionals. El sistema de distribució de competències.
7. L'Estat autonòmic i l'Estatut d'autonomia de Catalunya (II). Les institucions d'autogovern. Les relacions entre Estat i les Comunitats Autònomes.
8.La monarquia parlamentària. La Corona. La contrasignatura.
9. Les Corts Generals. Organització i funcionament. Funcions de les Corts Generals. Relacions entre les Corts i el Govern. La investidura. La moció de censura i la qüestió de confiança. La dissolució de les cambres.
10. El Govern. Composició i funcions. L'Administració pública: principis constitucionals.
11. El Poder Judicial. Principis constitucionals. Organització i funcions. El Consell General del Poder Judicial.
12.El Tribunal Constitucional. Composició, organització i funcionament. Competències.
13. El sistema de fonts. La Constitució com a font del dret. Les lleis de revisió constitucional. Les Sentències del Tribunal Constitucional. Concepte de llei. La llei orgànica.Normes del Govern amb rang de llei. El decret-llei. El decret legislatiu. El Reglament. Relació del Reglament amb la Llei.
14. Els tractats internacionals i l'integració a la Unió Europea. Els tractats internacionals: concepte, tipus i rang. la integració a la Unió Europea. Els tractats relatius a la Unió Europea: el Dret Comunitari."
"1740065817-15","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117011/guia_docent","L’assignatura MÓN ACTUAL serà impartida per un professor del Departament d’Història, i analitzarà l’evolució mundial des de 1945 fins a dia d’avui. Es treballaran sobretot interaccions polítiques i geoestratègiques, a fi i efecte que els alumnes de Comunicació tinguin una base prou sòlida per a poder afrontar la resta de matèries de la carrera.","1.- El  trencament del Món en Blocs en acabar la Segona Guerra Mundial (OTAN i Pacte de Varsòvia).2.- El primer gran conflicte: la Guerra de Corea3.- El segon gran conflicte: la Guerra de Vietnam4.- El trencaclosques de Palestina5.- L'acció dels Jemers Rojos o monstruositat a Cambodja6.- L'OTAN versus Rússia, Xina i part d'Àsia: el futur del Món"
"1740065825-16","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117004/guia_docent","L'assignatura està destinada a què l'alumnat conegui i domini les tècniques bàsiques de locució i presentació per als mitjans audiovisuals i altres escenaris de comunicació interpersonal. El curs aborda des de l'expressió i la modulació de la veu fins a la gestió del llenguatge corporal en presentacions. A més, els estudiants aprendran a adaptar el seu estil de comunicació a diferents formats mediàtics, incloent-hi televisió, ràdio i presentacions en directe, assegurant-se que poden entregar missatges clars i efectius en qualsevol context.","A. La Locució i l'ús de la veu com a eina de comunicacióAspectes fisiològics i expressius de la veuCaracterístiques pròpies de la sintaxi sonora: tècniques d'entonacióAdequació de la veu en registres informatius, publicitaris, d'entreteniment i / o ficcióTècniques bàsiques de redacció per a ràdio i televisióAplicació del ritme de la veu en la comunicació audiovisualPrincipis bàsics de la locució amb músicaB. La comunicació no verbal i la presentació televisivaFactors que intervenen en la presentació televisivaL'adequació de la veu i el cos als espais televisiusLa improvisacióTècniques d'ús del teleprompterC. La comunicació interpersonalL'estructura del discursL'adequació a l'espai i l'entorn de les presentacions oralsTècniques de relaxació i respiracióL'estil lingüísticElaboració del material de suport. Tècniques de visualització de la informació"
"1740065833-17","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117010/guia_docent","L'assignatura proporciona als alumnes les nocions bàsiques d'estructura i canvi social, analitzant les transformacions que van donar lloc al pas de la societat industrial a la societat postindustrial.","Tema 1. La noció d'estructura social1. El concepte d’estructura social.2. L’estructura social com a xarxa de relacions.3. El canvi social en el segle XX: De la societat industrial a la societat postindustrial.
Tema 2. Pautas demogràfiques en les societats avançades.4. Estructura demogràfica i societat.5. Canvis migratoris.
Tema 3. Les transformacions en la família.6. La vigencia de la societat patriarcal.7. Noves formes familiars.
Tema 4. Classes socials i desigualtat en les societats avançades.8. Descripció i propostes analítiques per a la determinació de les classes socials.9. Els factors de la desigualtat social.
Tema 5. Les transformacions en el treball.10. Revisió crítica del concepte de treball.11. Canvis en l’organització del treball.
Tema 6. Política i estructura social.12. Estructures de poder polític i estructura social.13. Formes institucionals i no institucionals de l’acció política.
Tema 7. Estructura cultural i estructura social.14. Les transformacions dels valors en les societats avançades.15. La (re)producció cultural en la societat."
"1740065841-18","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117283/guia_docent","Aquesta assignatura està organitzada en dues parts independents, però complementàries. 
Durant el primer quadrimestre, a l'apartat d'Història de la Comunicació, ens dedicarem a l'estudi de l'evolució històrica de les tecnologies, els mitjans, les organitzacions i les modalitats o formes de la comunicació social, des de la invenció de la impremta fins a l'actualitat, posant l'accent en les dimensions sociopolítica i sociocultural.
El segon quadrimestre es dedicarà a l'anàlisi de l'evolució i l'estructura del sistema comunicatiu actual, tant a nivell internacional com local. L'objectiu és fer una foto fixa dels grans grups empresarials dedicats a la comunicació i a la situació i tendències dels principals subsectors comunicatius.","Primera part: Història de la Comunicació1. Introducció de la primera part. Conceptes bàsics.2. Impremta, capitalisme, reforma i contrareforma3. Control civil i religiós a l’Edat Moderna: ús de la imatge, art, representació i propaganda4. Revolució, contrarevolució, propaganda i llibertat de premsa (s. XVIII). Els primers diaris. El naixement del periodisme modern5. El naixement de les telecomunicacions modernes: el telègraf i el telèfon6. El sorgiment de la premsa de masses (segle XIX) i de les agències de notícies i publicitat7. El món en imatges: gravats, fotografia, fotoperiodisme, revistes il•lustrades i cartellisme8. El teatre dels pobres: el naixement del cinema i els noticiaris cinematogràfics9. Naixement i expansió de la ràdio com a mitjà de masses (anys 20-40)10. L’era audiovisual: naixement i expansió de la televisió (anys 50 i 60)Segona part: Estructura de la Comunicació11. Introducció a la segona part. Fonaments teòrics i conceptuals12. Les grans tendències internacionals del sistema comunicatiu (anys 80 fins ara).13. Principals models i actors comunicatius internacionals: els grups multimèdia i els hòldings de publicitat i relacions públiques.14. Principals models i actors comunicatius internacionals: els gegants d’Internet.15. Principals actors del sistema comunicatiu espanyol i català: Els grups multimèdia i les grans empreses monomediàtiques, les empreses i els organismes d'investigació de mitjans; les associacions empresarials, professionals i d’usuaris16. El finançament de les empreses de mitjans de comunicació17. Estat actual i tendències del sector a Espanya: Les corporacions públiques i els organismes reguladors.18. Estat actual i tendències del sector a Espanya i a Catalunya: la premsa i les agències de notícies.19. Estat actual i tendències del sector a Espanya i a Catalunya: La ràdio.20. Estat actual i tendències del sector a Espanya i a Catalunya: La televisió.21. Estat actual i tendències del sector a Espanya i a Catalunya: el sector digital22. Estat actual i tendències del sector a Espanya i a Catalunya: els sectors editorial, cinematogràfic, fonogràfic i de producció audiovisual i multimèdia."
"1740065853-19","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117013/guia_docent","Amb aquesta assignatura l’alumnat es familiaritzarà i dominarà de manera elemental les diferents tecnologies de creació audiovisual. Obtindrà les habilitats tècniques suficients que li permetrà generar productes audiovisuals. Serà capaç de distingir i d’analitzar els diversos processos de producció audiovisual atenent a criteris com qualitat, costos, formats, temps o dificultat. L'assignatura es descomposa en tres blocs temàtics: Àudio, Vídeo i Internet.","Acústica bàsica
  
  La naturalesa del so.

  Propagació del so.

  Acústica fisiològica.
  
  Àudio digital
  
  Conversió Analògica-digital.

  Formats i compressió.
  
  Electroacústica
  
  Micròfons.

  Taules de mescla.

  Enregistrament.

  Processat.
  
  Estudi de so. Elements bàsics:
  
  Control tècnic.

  Locutori/peixera.
  
  Fonaments d'informàtica
  
  Parts d'un ordinador.

  Jerarquia de memòria.
  
  Internet i el fet digital.
  
  Origen i etapes d'internet.

  Repercussions del fet digital.
  
  Teoria de la llum
  
  Naturalesa de la llum.

  Fotometria. Unitats de mesura.

  Colorimetria. Temperatura de color.
  
  Òptica
  
  Característiques de la lent
  simple.

  Formació de la imatge.

  Blocs òptics.
  
  La càmera 
  
  Parts de la càmera.

  Funcionament de la càmera.

  Tipus de càmeres professionals de vídeo.

  Tipologia de plans i moviments de càmera.
  
  Sistemes de vídeo, TV i cinema
  
  Normes de TV.

  Formats de vídeo digitals:

  Resolucions SD, HD i UHD; Relació d'aspecte; Exploració entrellaçada i progressiva; Subsampling de croma; Profunditat de bits; Còdecs i contenidors; Vídeo processat (linial/logarítmic); RAW.

  Estudi de televisió. Elements
  bàsics:
  
  Control de realizació.

  Plató.

  Continuïtat."
"1740065861-20","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117014/guia_docent","Aquesta assignatura pretén que els alumnes consolidin els coneixements de la llengua catalana, tant orals com escrits, i coneguin els trets propis del seu dialecte que també formen part de la llengua estàndard, perquè els puguin utilitzar en les diferents situacions comunicatives formals en què es puguin trobar. També pretén que els alumnes consolidin els seus coneixements de la llengua atenent la diversitat lingüística i l'ús que se'n fa en els MCM i en la publicitat, i vol capacitar-los per redactar diferents tipus de textos (tant periodístics com publicitaris i de productes audiovisuals) en català, tenint en compte la correcció i l'adequació al seu univers comunicatiu. Finalment, també pretén reflexionar sobre l'ús de la llengua en els MCM, centrant també l'atenció en els llibres d'estil d'aquests mitjans.","1. L’estàndard i la diversitat lingüística    1.1 Tipologies lingüístiques    1.2 La varietat dialectal comuna: la llengua estàndard    1.3 La variació estilística    1.4 L'adequació lingüística2. La variació lingüística i la tradició escrita    2.1 El procés de normalització lingüística i l'estandardització de la llengua catalana    2.2 El català abans de Pompeu Fabra i els principis de la codificació fabriana3. Els mitjans de comunicació escrits, un reflex de la diversitat lingüística    3.1 La varietat estàndard als MCE    3.2 Els llibres d'estil dels MCE: les opcions lingüístiques escollides4. El discurs escrit    4.1 Característiques lingüístiques de la llengua escrita    4.2 Anàlisi dels diferents usos del discurs escrit5. La norma escrita i l'estàndard oral: aixopluc o constricció6. Els mitjans de comunicació orals, un reflex de la diversitat lingüística    6.1 Els models de llengua als MCO    6.2 El discurs oral als MCO 7. La Proposta d'estàndard oral de la llengua catalana    7.1 Consideracions generals    7.2 Anàlisi de la Proposta    7.3 Els llibres d'estil dels diferents MCO, complements de la Proposta"
"1740065869-21","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117018/guia_docent","L'objectiu de l'assignatura és l'aprofundiment en el domini de l'estàndard escrit i oral de la llengua espanyola, a fi de reforçar les competències comunicatives de l'alumnat amb vista a l'exercici professional.","1.
L'espanyol estàndard i les varietats de la llengua espanyola.2.
El nivell fonètic i fonològic. Ortografia.3.
El nivell morfosintàctic.4.
El nivell lèxic-semàntic.















5.
El nivell textual."
"1740065876-22","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117006/guia_docent","Disseny gràfic: El llenguatge i més concretament el llenguatge gràfic és l’eina principal del disseny gràfic. S’estudiarà per controlar la manera en que els missatges visuals es poden generar. El disseny gràfic és una activitat que consisteix en definir les característiques formals finals de peces de comunicació visual a partir d’un encàrrec. El dissenyador in-forma, dóna forma gràfica a una comunicació determinada. Disseny multimèdia: Aquesta assignatura pretén introduir a l'alumne en les eines i les plataformes pròpies del disseny multimèdia","Activar la mirada per entendre el disseny gràfic	Fer-se preguntes com per exemple: El dissenyador gràfic decora paper? Ordena la informació? On trobem aplicat el disseny gràfic en la nostra vida quotidiana?Metodologia projectual. Com plantejar un projecteDel layaout a la maqueta finalDel projecte bàsic al projecte executiuEstudi teòric dels diferents ingredients per cuinar un projecteEl disseny multimèdia	Definició del concepte multimèdia, origen, pares teòrics, terminologia.Els nous mitjans digitals i les eines de comunicació en xarxa.	Els conceptes web 1.0 (estàtic), web 2.0 (dinàmic) i web 3.0 (semàntic).Utilització dels gestors de continguts i eines de treball en grup en xarxa.Arquitectura de la informació	Pàgina web i lloc webTipologies d’estructuresPlantejament d’un projecte web	La descripció del projecteL'arquitectura del lloc webDisseny de l’entorn gràfic	Elements a tenir en compte en el suport digital utilitzat.La composició de la pàgina. Tipografia, imatges i codi cromàtic a la web.Jerarquia en la distribució dels diferents elements i contingutsUsabilitat web	Els estàndars web. Html, javascript i CSS.La importància de la resposta de l'usuari en el plantejament web.Consells per a una correcta usabilitat.Accessibilitat web	Definició d’accessibilitat web.Diferents normatives per avaluar l'accessibilitat dels llocs web.L'accessibilitat en la programació de les pàgines web."
"1740065883-23","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117005/guia_docent","El principal objectiu de l'assignatura és apropar l'alumnat a les diferents formes de comunicació i representació existents, així com capacitar-lo per a conèixer algunes de les eines de pensament crític, de reflexió i d'anàlisi útils en el marc del context comunicatiu actual i canviant.","Tema 1: Introducció: una mirada antropològica al fenomen de la comunicació.Tema 2: Per què comuniquem? Les intencions comunicatives fonamentals.      
    Tema 3: Les matèries d'expressió de la comunicació contemporània: l'audiovisual.      Tema 4: La ideació d'un relat: què volem comunicar i amb quines matèries d'expressió.            Tema 5: Postveritats, enganys i malentesos en la comunicació audiovisual."
"1740065892-24","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117031/guia_docent","L'objectiu de l'assignatura és el de capacitar l'alumnat en el coneixement dels principals corrents estètics que imperen en l'àmbit de la comunicació i la cultura visual contemporànies.","0. INTRODUCCIÓ0.1. Benvinguda i presentació de l'assignatura.0.2. Introducció als continguts i a la metodologia.I. LES AVANTGUARDES1.1. Contextualització.1.2. Característiques generals de l'art d'avantguarda. Els principals ismes.1.3. Avantguardes i cinema.1.4. El llegat de les avantguardes en el cinema i l'art contemporani.II. CULTURA I ART DESPRÉS DE LA II GUERRA MUNDIAL I RUPTURES DELS ANYS 602.1. Context i introducció a les segones avantguardes.2.2. El naixement de la joventut. Cultura juvenil i subcultures: rock’n’roll, punk, hippisme, hip hop.2.3. Contextualitzacions: Les revoltes dels anys 60.2.4. Principals expressions de la contracultura i l’underground.2.5. Pop Art: de la modernitat a la postmodernitat.2.6. La Nouvelle Vague i els nous cinemes.	3.7. Reivindicacions feministes dels anys 60 i 70.III. LA POSTMODERNITAT3.1. Introducció a la postmodernitat.3.2. L'estètica postmoderna.	3.3. Cinema i postmodernitat.3.4. Neotelevisió: els nous formats televisius i dinàmiques espectatorials.3.5. Nova ficció televisiva: de Los Soprano a les noves tendències de les sèries en l'era de Netflix.IV. L'AUDIOVISUAL AVUI	4.1. Tendències del cinema en l'era digital.4.2. La no ficció."
"1740065899-25","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117017/guia_docent","Estudi de les nocions bàsiques de l'ordenament jurídic i sistema polític; en especial l'Estat i la Constitució, el sistema polític espanyol i les institucions constitucionals. Així com les institucions de la Unió Europea i el Dret comunitari.","1. L'Estat. Concepte i elements de l'Estat. Formes d'Estat i formes de govern.
2. La Constitució. Concepte. Tipus de constitució. Funcions de la Constitució. La Constitució espanyola de 1978.
3. L'Estat social i democràtic de Dret. L'Estat de Dret. Els principis configuradors. L'Estat democràtic. La sobirania popular. L'Estat Social. La constitució econòmica.
4. Drets i deures constitucionals (I). El règim general dels drets i llibertats. Classificació dels drets i deures constitucionals.
5. Drets i deures constitucionals (II). Garanties no jurisdiccionals i jurisdiccionals. La suspensió individual i els estats excepcionals.
6.L'Estat autonòmic i l'Estatut d'autonomia de Catalunya (I). Principìs constitucionals. El sistema de distribució de competències.
7. L'Estat autonòmic i l'Estatut d'autonomia de Catalunya (II). Les institucions d'autogovern. Les relacions entre Estat i les Comunitats Autònomes.
8.La monarquia parlamentària. La Corona. La contrasignatura.
9. Les Corts Generals. Organització i funcionament. Funcions de les Corts Generals. Relacions entre les Corts i el Govern. La investidura. La moció de censura i la qüestió de confiança. La dissolució de les cambres.
10. El Govern. Composició i funcions. L'Administració pública: principis constitucionals.
11. El Poder Judicial. Principis constitucionals. Organització i funcions. El Consell General del Poder Judicial.
12.El Tribunal Constitucional. Composició, organització i funcionament. Competències.
13. El sistema de fonts. La Constitució com a font del dret. Les lleis de revisió constitucional. Les Sentències del Tribunal Constitucional. Concepte de llei. La llei orgànica.Normes del Govern amb rang de llei. El decret-llei. El decret legislatiu. El Reglament. Relació del Reglament amb la Llei.
14. Els tractats internacionals i l'integració a la Unió Europea. Els tractats internacionals: concepte, tipus i rang. la integració a la Unió Europea. Els tractats relatius a la Unió Europea: el Dret Comunitari."
"1740065905-26","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117030/guia_docent","L’assignatura MÓN ACTUAL serà impartida per un professor del Departament d’Història, i analitzarà l’evolució mundial des de 1945 fins a dia d’avui. Es treballaran sobretot interaccions polítiques i geoestratègiques, a fi i efecte que els alumnes de Comunicació tinguin una base prou sòlida per a poder afrontar la resta de matèries de la carrera.","1.- El  trencament del Món en Blocs en acabar la Segona Guerra Mundial (OTAN i Pacte de Varsòvia).2.- El primer gran conflicte: la Guerra de Corea3.- El segon gran conflicte: la Guerra de Vietnam4.- El trencaclosques de Palestina5.- L'acció dels Jemers Rojos o monstruositat a Cambodja6.- L'OTAN versus Rússia, Xina i part d'Àsia: el futur del Món"
