web-scraper-order,web-scraper-start-url,learning-results
"1740067436-2576","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT3.3-Incorporar els conceptes ètics i deontològics de làrea de coneixement en els arguments, produccions i presa de decisions"
"1740067436-2577","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.1-Identificar motivacions, expectatives, punts forts i àmbits de millora a escala professional"
"1740067436-2578","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT2.1-Identificar motivacions, expectatives, punts forts i àmbits de millora a escala professional"
"1740067436-2579","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COE1 - Dissenyar un projecte emprenedor dedicat a valorar un producte basat en ciència de dades i que dóna resposta a reptes de l'àmbit de la salut - COE1.8-Produir un discurs persuasiu, consistent i sintètic per presentar una idea, un producte o un servei a un inversor o client potencial (elevator pitch)"
"1740067436-2580","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COE1.8-Produir un discurs persuasiu, consistent i sintètic per presentar una idea, un producte o un servei a un inversor o client potencial (elevator pitch)"
"1740067436-2581","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT3 - Aplicar els principis i els valors democràtics incloent-hi la perspectiva de gènere - COT3.2-Incorporar la perspectiva de gènere en els arguments, produccions i presa de decisions"
"1740067436-2582","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT3.2-Incorporar la perspectiva de gènere en els arguments, produccions i presa de decisions"
"1740067436-2583","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COE1 - Dissenyar un projecte emprenedor dedicat a valorar un producte basat en ciència de dades i que dóna resposta a reptes de l'àmbit de la salut - COE1.7-Dissenyar l'estratègia de màrqueting del projecte emprenedor"
"1740067436-2584","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COE1.7-Dissenyar l'estratègia de màrqueting del projecte emprenedor"
"1740067436-2585","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740067436-2586","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740067436-2587","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.3-Dissenyar itineraris professionals específics per a la millora contínua de l'aprenentatge propi"
"1740067436-2588","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT2.3-Dissenyar itineraris professionals específics per a la millora contínua de l'aprenentatge propi"
"1740067436-2589","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT3 - Aplicar els principis i els valors democràtics incloent-hi la perspectiva de gènere - COT3.1-Incorporar la perspectiva mediambiental als arguments, a les produccions i a la presa de decisions"
"1740067436-2590","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COT3.1-Incorporar la perspectiva mediambiental als arguments, a les produccions i a la presa de decisions"
"1740067436-2591","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COE1 - Dissenyar un projecte emprenedor dedicat a valorar un producte basat en ciència de dades i que dóna resposta a reptes de l'àmbit de la salut - COE1.3-Prioritzar una idea de negoci, analitzant el mercat"
"1740067436-2592","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","COE1.3-Prioritzar una idea de negoci, analitzant el mercat"
"1740067443-2593","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116955/guia_docent","SE1 - Aplicar sistemes de gestió, emmagatzematge i processament de grans volums de dades preveient-ne el rendiment, eficiència, escalabilitat i tolerància a errors - SE1.5-Programar la gestió i processament de grans volums de dades al núvol utilitzant aplicacions adequades per a tal fi"
"1740067443-2594","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116955/guia_docent","SE1.5-Programar la gestió i processament de grans volums de dades al núvol utilitzant aplicacions adequades per a tal fi"
"1740067443-2595","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116955/guia_docent","SE1 - Aplicar sistemes de gestió, emmagatzematge i processament de grans volums de dades preveient-ne el rendiment, eficiència, escalabilitat i tolerància a errors - SE1.4-Formular solucions computacionals a escala per al processament de grans volums de dades"
"1740067443-2596","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116955/guia_docent","SE1.4-Formular solucions computacionals a escala per al processament de grans volums de dades"
"1740067443-2597","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116955/guia_docent","SE1 - Aplicar sistemes de gestió, emmagatzematge i processament de grans volums de dades preveient-ne el rendiment, eficiència, escalabilitat i tolerància a errors - SE1.1-Optimitzar l'estructura, el funcionament, la programació i la interconnexió de sistemes informàtics per a la resolució de problemes biomèdics a partir de grans volums de dades"
"1740067443-2598","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116955/guia_docent","SE1.1-Optimitzar l'estructura, el funcionament, la programació i la interconnexió de sistemes informàtics per a la resolució de problemes biomèdics a partir de grans volums de dades"
"1740067450-2599","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116732/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.6-Optimitzar el rendiment de models daprenentatge automàtic"
"1740067450-2600","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116732/guia_docent","SE2.6-Optimitzar el rendiment de models daprenentatge automàtic"
"1740067450-2601","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116732/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.5-Aplicar els procediments adequats per entrenar i validar models d'aprenentatge automàtic tant supervisats com no supervisats"
"1740067450-2602","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116732/guia_docent","SE2.5-Aplicar els procediments adequats per entrenar i validar models d'aprenentatge automàtic tant supervisats com no supervisats"
"1740067459-2603","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116788/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.4-Utilitzar les tècniques principals imputació de dades, reducció de la dimensionalitat i d'extracció de característiques"
"1740067459-2604","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116788/guia_docent","SE2.4-Utilitzar les tècniques principals imputació de dades, reducció de la dimensionalitat i d'extracció de característiques"
"1740067459-2605","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116788/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.3-Implementar models de regressió, anàlisi de supervivència i inferència causal"
"1740067459-2606","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116788/guia_docent","SE2.3-Implementar models de regressió, anàlisi de supervivència i inferència causal"
"1740067459-2607","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116788/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.2-Analitzar els resultats d'un estudi de recerca usant inferència freqüentista i/o bayesiana"
"1740067459-2608","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116788/guia_docent","SE2.2-Analitzar els resultats d'un estudi de recerca usant inferència freqüentista i/o bayesiana"
"1740067464-2609","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116923/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067464-2610","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116923/guia_docent","K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067470-2611","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","SE1 - Aplicar sistemes de gestió, emmagatzematge i processament de grans volums de dades preveient-ne el rendiment, eficiència, escalabilitat i tolerància a errors - SE1.3-Avaluar les solucions algorísmiques més apropiades per al processament de dades més eficient."
"1740067470-2612","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","SE1.3-Avaluar les solucions algorísmiques més apropiades per al processament de dades més eficient."
"1740067470-2613","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","K2 - Identificar les eines computacionals i analítiques més adequades per a l'emmagatzematge i preprocessament de dades biomèdiques provinents de diferents fonts - K2.3-Determinar requeriments dels sistemes d'informació per emmagatzemar i processar grans volums dades de manera eficient"
"1740067470-2614","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","K2.3-Determinar requeriments dels sistemes d'informació per emmagatzemar i processar grans volums dades de manera eficient"
"1740067470-2615","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","K2 - Identificar les eines computacionals i analítiques més adequades per a l'emmagatzematge i preprocessament de dades biomèdiques provinents de diferents fonts - K2.2-Organitzar el coneixement en forma de dades processables i intercanviable facilitant-ne la manipulació automàtica mitjançant les eines d'anàlisi adequades"
"1740067470-2616","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","K2.2-Organitzar el coneixement en forma de dades processables i intercanviable facilitant-ne la manipulació automàtica mitjançant les eines d'anàlisi adequades"
"1740067470-2617","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","SE1 - Aplicar sistemes de gestió, emmagatzematge i processament de grans volums de dades preveient-ne el rendiment, eficiència, escalabilitat i tolerància a errors - SE1.2-Traduir problemes i processos matemàtics complexos a entorns de computació científica"
"1740067470-2618","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","SE1.2-Traduir problemes i processos matemàtics complexos a entorns de computació científica"
"1740067470-2619","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","K2 - Identificar les eines computacionals i analítiques més adequades per a l'emmagatzematge i preprocessament de dades biomèdiques provinents de diferents fonts - K2.1-Identificar les eines necessàries per a la representació computacional de dades de salut"
"1740067470-2620","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","K2.1-Identificar les eines necessàries per a la representació computacional de dades de salut"
"1740067477-2621","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.5-Revisar la qualitat de les dades atenent la seva heterogeneïtat i variabilitat"
"1740067477-2622","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","K1.5-Revisar la qualitat de les dades atenent la seva heterogeneïtat i variabilitat"
"1740067477-2623","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067477-2624","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067477-2625","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.2-Resumir els principals mètodes d'adquisició preprocessat, segmentació i adquisició d'imatges mèdiques"
"1740067477-2626","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","K1.2-Resumir els principals mètodes d'adquisició preprocessat, segmentació i adquisició d'imatges mèdiques"
"1740067482-2627","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.5-Revisar la qualitat de les dades atenent la seva heterogeneïtat i variabilitat"
"1740067482-2628","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","K1.5-Revisar la qualitat de les dades atenent la seva heterogeneïtat i variabilitat"
"1740067482-2629","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067482-2630","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067482-2631","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.3-Inferir cohorts d'estudi a partir de consultes a bases de dades mitjançant processos ETL (extracció, transformació i càrrega)"
"1740067482-2632","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","K1.3-Inferir cohorts d'estudi a partir de consultes a bases de dades mitjançant processos ETL (extracció, transformació i càrrega)"
"1740067489-2633","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.1-Sintetitzar dades biomèdiques complexes de forma àgil per a la seva anàlisi exploratòria"
"1740067489-2634","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","SE2.1-Sintetitzar dades biomèdiques complexes de forma àgil per a la seva anàlisi exploratòria"
"1740067489-2635","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.3-Implementar models de regressió, anàlisi de supervivència i inferència causal"
"1740067489-2636","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","SE2.3-Implementar models de regressió, anàlisi de supervivència i inferència causal"
"1740067489-2637","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","SE2 - Compondre solucions a reptes de l'àmbit de la salut a partir de l'anàlisi estadística, l'aprenentatge automàtic i la intel·ligència artificial - SE2.2-Analitzar els resultats d'un estudi de recerca usant inferència freqüentista i/o bayesiana"
"1740067489-2638","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","SE2.2-Analitzar els resultats d'un estudi de recerca usant inferència freqüentista i/o bayesiana"
"1740067495-2639","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116817/guia_docent","K1 - Discriminar la tipologia, estructura i qualitat de dades biomèdiques juntament amb els criteris ètics, de regulació, privadesa i confidencialitat que els regeixen - K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067495-2640","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116817/guia_docent","K1.1-Interpretar de manera general el llenguatge propi de l'entorn clínic-assistencial i de recerca biomèdica"
"1740067512-2641","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","SE8 - Utilitzar solucions tecnològiques i arquitectòniques per adequar les condicions internes de comoditat i protecció dels factors climàtics. - SE8.2-Interpretar les bases de l'arquitectura vernacla."
"1740067512-2642","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","SE8.2-Interpretar les bases de l'arquitectura vernacla."
"1740067512-2643","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","K4 - Identificar tècniques de producció industrial i organització logística necessàries a la construcció - K4.2-Identificar els principis i les particularitats dels sistemes constructius convencionals i les seves patologies."
"1740067512-2644","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","K4.2-Identificar els principis i les particularitats dels sistemes constructius convencionals i les seves patologies."
"1740067512-2645","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","SE8 - Utilitzar solucions tecnològiques i arquitectòniques per adequar les condicions internes de comoditat i protecció dels factors climàtics. - SE8.4-Interpretar les bases de l'acondicionament ambiental passiu, incloent-hi l'aïllament tèrmic i acústic, el control climàtic, el rendiment energètic i la il·luminació natural."
"1740067512-2646","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","SE8.4-Interpretar les bases de l'acondicionament ambiental passiu, incloent-hi l'aïllament tèrmic i acústic, el control climàtic, el rendiment energètic i la il·luminació natural."
"1740067517-2647","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","ST1 - Gestionar la informació i el coneixement amb l'ús eficient de les TIC - ST1.2-Tractar la informació utilitzant les eines i els formats que ofereixen les TIC"
"1740067517-2648","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","ST1.2-Tractar la informació utilitzant les eines i els formats que ofereixen les TIC"
"1740067517-2649","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","K1 - Identificar els períodes històrics de l'arquitectura - K1.2-Identificar les tradicions arquitectòniques, urbanístiques i paisatgístiques de la cultura occidental, així com dels seus fonaments tècnics, climàtics, econòmics, socials i ideològics"
"1740067517-2650","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","K1.2-Identificar les tradicions arquitectòniques, urbanístiques i paisatgístiques de la cultura occidental, així com dels seus fonaments tècnics, climàtics, econòmics, socials i ideològics"
"1740067517-2651","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","ST1 - Gestionar la informació i el coneixement amb l'ús eficient de les TIC - ST1.3-Intercanviar informació fent servir les TIC"
"1740067517-2652","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","ST1.3-Intercanviar informació fent servir les TIC"
"1740067517-2653","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","ST1 - Gestionar la informació i el coneixement amb l'ús eficient de les TIC - ST1.1-Buscar informació de manera autònoma utilitzant les TIC"
"1740067517-2654","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","ST1.1-Buscar informació de manera autònoma utilitzant les TIC"
"1740067517-2655","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","SE3 - Interpretar el paper de les belles arts com a factor que pot influir en la qualitat de la concepció arquitectònica. - SE3.1-Interpretar les teories generals de la forma, la composició i els tipus arquitectònics."
"1740067517-2656","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","SE3.1-Interpretar les teories generals de la forma, la composició i els tipus arquitectònics."
"1740067517-2657","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","SE1 - Interpretar les teories de l'arquitectura - SE1.1-Exercir la crítica arquitectònica."
"1740067517-2658","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","SE1.1-Exercir la crítica arquitectònica."
"1740067522-2659","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116930/guia_docent","K3 - Identificar problemes físics, tecnològics i funcionals relacionats amb l'habitabilitat dels edificis - K3.4-Dominar els principis del càlcul numèric, geometria analítica i diferencial i mètodes algebraics."
"1740067522-2660","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116930/guia_docent","K3.4-Dominar els principis del càlcul numèric, geometria analítica i diferencial i mètodes algebraics."
"1740067528-2661","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COE2 - Integrar coneixements tècnics, compositius i dhabitabilitat en un projecte arquitectònic que respongui a les necessitats de l'encàrrec d'un client o promotor. - COE2.2-Integrar els coneixements necessaris per a la concepció, la pràctica i el desenvolupament de croquis, avantprojectes i projectes bàsics i d'execució de projectes d'arquitectura efímera i interiorisme."
"1740067528-2662","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COE2.2-Integrar els coneixements necessaris per a la concepció, la pràctica i el desenvolupament de croquis, avantprojectes i projectes bàsics i d'execució de projectes d'arquitectura efímera i interiorisme."
"1740067528-2663","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","SE10 - Interpretar les relacions entre els habitants i l'arquitectura, i entre l'arquitectura i el medi. - SE10.6-Integrar en la concepció i gestió dels projectes arquitectònics, l'ecologia, la sostenibilitat i els principis de conservació de recursos energètics i mediambientals."
"1740067528-2664","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","SE10.6-Integrar en la concepció i gestió dels projectes arquitectònics, l'ecologia, la sostenibilitat i els principis de conservació de recursos energètics i mediambientals."
"1740067528-2665","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COT1 - Treballar en equip amb responsabilitat i iniciativa en làmbit d'estudi - COT1.2-Facilitar la cohesió i el rendiment del grup"
"1740067528-2666","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COT1.2-Facilitar la cohesió i el rendiment del grup"
"1740067528-2667","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","SE8 - Utilitzar solucions tecnològiques i arquitectòniques per adequar les condicions internes de comoditat i protecció dels factors climàtics. - SE8.3-Aplicar les bases de l'arquitectura vernacla"
"1740067528-2668","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","SE8.3-Aplicar les bases de l'arquitectura vernacla"
"1740067528-2669","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COT1 - Treballar en equip amb responsabilitat i iniciativa en làmbit d'estudi - COT1.1-Identificar els objectius i les tasques de l'equip, i el rol de les persones que l'integren"
"1740067528-2670","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COT1.1-Identificar els objectius i les tasques de l'equip, i el rol de les persones que l'integren"
"1740067528-2671","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COT1 - Treballar en equip amb responsabilitat i iniciativa en làmbit d'estudi - COT1.3-Presentar les tasques en el termini acordat"
"1740067528-2672","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","COT1.3-Presentar les tasques en el termini acordat"
"1740067528-2673","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","ST2 - Resoldre problemes de manera crítica, creativa i innovadora en làmbit destudi - ST2.3-Incloure els aspectes concrets de la solució proposada en un model realista amb una reflexió sobre aquest model"
"1740067528-2674","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","ST2.3-Incloure els aspectes concrets de la solució proposada en un model realista amb una reflexió sobre aquest model"
"1740067528-2675","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","K2 - Interpretar la relació dels habitants amb l'entorn antropitzat - K2.4-Identificar els mètodes d'estudi dels processos de simbolització, les funcions pràctiques i l'argonomia."
"1740067528-2676","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","K2.4-Identificar els mètodes d'estudi dels processos de simbolització, les funcions pràctiques i l'argonomia."
"1740067528-2677","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","ST2 - Resoldre problemes de manera crítica, creativa i innovadora en làmbit destudi - ST2.2-Dissenyar una nova solució fent servir els recursos necessaris per resoldre el problema"
"1740067528-2678","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","ST2.2-Dissenyar una nova solució fent servir els recursos necessaris per resoldre el problema"
"1740067528-2679","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","ST2 - Resoldre problemes de manera crítica, creativa i innovadora en làmbit destudi - ST2.1-Seguir un mètode sistemàtic per resoldre problemes en l'àmbit de la disciplina (identificar el problema, dividir-lo en parts, identificar-ne les causes i aplicar-hi els coneixements propis de la disciplina)"
"1740067528-2680","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","ST2.1-Seguir un mètode sistemàtic per resoldre problemes en l'àmbit de la disciplina (identificar el problema, dividir-lo en parts, identificar-ne les causes i aplicar-hi els coneixements propis de la disciplina)"
"1740067528-2681","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","SE10 - Interpretar les relacions entre els habitants i l'arquitectura, i entre l'arquitectura i el medi. - SE10.3-Contrastar els mètodes d'estudi de les necessitats socials, la qualitat de vida, l'habitabilitat i els programes bàsics d'habitatge."
"1740067528-2682","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","SE10.3-Contrastar els mètodes d'estudi de les necessitats socials, la qualitat de vida, l'habitabilitat i els programes bàsics d'habitatge."
"1740067534-2683","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","SE11 - Relacionar les necessitats humanes amb els espais arquitectònics a diferents escales. - SE11.1-Aplicar els procediments gràfics a la representació d'espais i objectes."
"1740067534-2684","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","SE11.1-Aplicar els procediments gràfics a la representació d'espais i objectes."
